id	中文	英文
t_artifact_desc_3004	这块布蒙上或者圈起来的事物，无法用任务方法予以观测	
t_artifact_desc_3005	用来击杀逃离冥界之人的行刑道具	
t_artifact_desc_3006	代表着死亡的镰刀，轻而易举便可夺取生命	
t_artifact_desc_3007	月亮女神阿尔忒弥斯所用的弓箭	
t_artifact_desc_3008	长满尖刺的荆棘编成圈状冠	
t_artifact_desc_3009	即使是神，也依然会释放出滔天怒火	
t_artifact_desc_3010	划过皮肤就会被冻结的死亡狼牙	
t_artifact_desc_4001	亚特兰蒂斯留下来的文明遗物	
t_artifact_desc_4002	阿伽门农家族的面具，战争之神曾经佩戴过的面具	
t_artifact_desc_4003	仿照格因吞噬世界树的样子锻造的手镯	
t_artifact_desc_4004	是一串耀眼无比，华丽绝伦的项链	
t_artifact_desc_4005	法神在他的里面存储了无限的魔力	
t_artifact_desc_4006	正义之神的盾	
t_artifact_desc_4007	打造出无数把神器的一把锻造锤子	
t_artifact_desc_4008	能够打开异世界的大门的钥匙	
t_artifact_desc_4009	传闻魔神穿着它在地狱里大开杀戒	
t_artifact_desc_4010	记载对世界末日的预言	
t_artifact_desc_5001	代表着监视世间的神的权利的手环	
t_artifact_desc_5002	由生长在神国边缘地区的一种小槲寄生树的树枝变化而成，预示着毁灭	
t_artifact_desc_5003	坚不可摧的暗红色神枪	
t_artifact_desc_5004	所有与这王冠为敌的人，都死了	
t_artifact_desc_5005	一件极高的神圣兵器，象征着神圣和正义	
t_artifact_desc_5006	可以承载魔法咒语和容纳超大能量，也可召唤各种自然元素	
t_artifact_desc_5007	能够一瞬间释放出一百道箭光的神器	
t_artifact_desc_5008	任何人看到这面盾都会被化石	
t_artifact_desc_5009	佩戴会隐身的神奇帽子	
t_artifact_desc_5010	所有佩戴过这枚戒指的人，命运都会指引他们走向同一个地方	
t_artifact_desc_6001	出鞘就要夺人性命，挥动时必定命中目标，并且造成的伤口无法治疗	
t_artifact_desc_6002	月神赏赐给精灵的手镯	
t_artifact_desc_6003	风与火缠绕武器之上，投掷出去可以烧毁一切	
t_artifact_desc_6004	舍弃速度而追求强大的暴力的魔法扫帚	
t_artifact_desc_6005	强大的战力支配强大的武器，不间断的攻击足以摧毁一切	
t_artifact_desc_6006	地狱业火侵蚀，挥动可以划破空间	
t_artifact_desc_6007	能射出带着翅膀具有光与热的神箭，经常被诗人用来歌颂爱情	
t_artifact_desc_6008	传闻传世神用精灵宝钻打造而成	
t_artifact_desc_6009	古往今来，它杀了太多人了	
t_artifact_desc_6010	照亮世间万物	
t_artifact_desc_7001	拥有神奇的力量，仿佛可以带来世界末日	
t_artifact_desc_7002	毁灭之神的面具，传说正是这个面具使得法神可以无限制释放魔法	
t_artifact_desc_7003	吹响就能召唤出无数天使听使用者命令	
t_artifact_desc_7004	阿拉克涅自己织出来的第一件披肩	
t_artifact_desc_7005	远古夜之魔女莉莉丝用来预言世间万物流转的道具	
t_artifact_desc_7006	伊西斯祝福过的道具，可源源不断生命之力	
t_artifact_desc_7007	冥神的权杖，可判断死后的人是否可以永生	
t_artifact_desc_7008	可以保存人的生命力与意志，只需佩戴一瞬就可永生	
t_artifact_desc_7009	传闻世界刚成型，传世神便用它挡住了太阳洒下的滔天火焰	
t_artifact_desc_7010	远离一切的理想乡	
t_artifact_desc_8001	只需在敌人身上造成一个伤口，就会张开30根倒刺将敌人开膛剖肚	
t_artifact_desc_8002	在战场上具有使挥舞者所向无敌的神力，而且不需手持便可自动杀敌	
t_artifact_desc_8003	生命之瓶里装的是万物之种和生命泉水	
t_artifact_desc_8004	从世界诞生时开始，便存在的神器之一	
t_artifact_desc_8005	可起盾牌的防卫作用，也可用于进攻	
t_artifact_desc_8006	可以带领佩戴者寻找到财富	
t_artifact_desc_8007	百发百中的神枪，可以击穿它击中的任何东西	
t_artifact_desc_8008	能使国王恢复青春、重返盛年延续统治	
t_artifact_desc_8009	用来神猪的大锅	
t_artifact_desc_8010	用来绑缚魔狼的神奇绳索	
t_artifact_desc_9001	一双可以抵挡任何攻击的鞋子	
t_artifact_desc_9002	以永恒之枪击碎过的宝剑，后重新打造成完整的宝剑	
t_artifact_desc_9003	一把坚固的铁手套	
t_artifact_desc_9004	佩戴者拥有无穷力量的腰带	
t_artifact_desc_9005	一艘在末世中行走的船	
t_artifact_desc_9006	它的光芒如同太阳一样耀眼，永远燃烧着火焰	
t_artifact_desc_9007	胜利女神所化的黄金长矛	
t_artifact_desc_9008	能轻易掀起滔天巨浪，更能引起风暴和海啸	
t_artifact_desc_9009	能够在雪中自由行走的鞋子	
t_artifact_desc_9010	从世界诞生时开始，便存在的神器之一	
t_artifact_desc_10001	不会生锈的利剑	
t_artifact_desc_10002	切裂世界之剑	
t_artifact_desc_10003	盾神的盾，用紫衫木打造而成	
t_artifact_desc_10004	不管面对多遥远的敌人，都可放射出死亡的光芒	
t_artifact_desc_10005	能弹奏出美妙的旋律犹如天籁的七弦琴	
t_artifact_desc_10006	用本就是神剑的剑柄改造而成	
t_artifact_desc_10007	穿戴着脚上就能飞翔的鞋子	
t_artifact_desc_10008	给人们带来突然的疾病和死亡	
t_artifact_desc_10009	明亮的像镜子一样的盾，照射敌人就会被击杀	
t_artifact_desc_10010	曾经为了拯救公主而屠龙的宝剑	
t_artifact_desc_11001	女神的权杖，意味着正义与胜利	
t_artifact_desc_11002	胜利女神所戴的花环	
t_artifact_desc_11003	象征太阳的金球	
t_artifact_desc_11004	象征创造与再生	
t_artifact_desc_11005	盘着两条蛇的短杖	
t_artifact_desc_11006	黑龙尼德霍格之眼，吸收了世界之树的能量，从而脱离黑龙而存在	
t_artifact_desc_11007	传言为最强的矛	
t_artifact_desc_11008	这把剑寄宿着天雷的强大力量	
t_artifact_desc_11009	枪尖极锋利，且刃上有锯齿	
t_artifact_desc_11010	这艘船可随意伸缩，亦可在陆地上行走	
t_artifact_desc_12001	一旦出鞘，无人能抵挡光之剑一击	
t_artifact_desc_12002	带有巨大的诅咒的戒指	
t_artifact_desc_12003	最诡异的刀，击杀过太多的人	
t_artifact_desc_12004	手持鲁格之枪者，无人能敌，战无不胜	
t_artifact_desc_12005	可劈开任何盔甲	
t_artifact_desc_12006	天神都难求的宝石	
t_artifact_desc_12007	所有的人都会臣服在这把剑的下面	
t_artifact_desc_12008	附带无尽的火焰的斗篷	
t_artifact_desc_12009	无休无止的转动着，宇宙的一切流转对它都没有意义	
t_artifact_desc_12010	能约束时间万物的法理书籍	
t_artifact_desc_13001	谁看到它就会被石化	
t_artifact_desc_13002	一柄吸食痛苦之人鲜血的武器	
t_artifact_desc_13003	由众多神灵精工创造的盾牌，盾牌上刻着浮雕	
t_artifact_desc_13004	总是能在敌人最开心的时候取走他们的性命	
t_artifact_desc_13005	能够自由夺去时空并把它加速、停止或者回潮	
t_artifact_desc_13006	使用时诸天星座都会受其感应	
t_artifact_desc_13007	源源不断提供能量的书籍	
t_artifact_desc_13008	为了制止暴乱的阿修罗制作的抑制它们的项环	
t_artifact_desc_13009	记录了神的军队走过的路	
t_artifact_desc_13010	远古神族的货币，具有强大的能量	
t_artifact_desc_14001	一把可以打开黑龙藏起来的宝藏的钥匙	
t_artifact_desc_14002	皮革匠们用皮革制作的一双防火的靴子	
t_artifact_desc_14003	没有什么东西是它无法咬断的	
t_artifact_desc_14004	具有神奇力量的酒	
t_artifact_desc_14005	曾经女神对于有功者的奖励	
t_artifact_desc_14006	任何违反规则的都会被这把斧头惩罚	
t_artifact_desc_14007	作为锻造一族的侏儒的铁锤	
t_artifact_desc_14008	据传曾用来缝过神的嘴	
t_artifact_desc_14009	滴在泥中，深入地下即可化为金沙	
t_artifact_desc_14010	需要很多人才能保养好的一把珍贵的靴子	
t_artifact_desc_15001	据说里面是代表黑暗的神	
t_artifact_desc_15002	一叶状匕首，剑鞘由褐色的丝绒及黑铁组成	
t_artifact_desc_15003	配戴这个勋章，就可以变身为鹰	
t_artifact_desc_15004	人类文明的起点	
t_artifact_desc_15005	战女神为其追随者设计的戒指	
t_artifact_desc_15006	测量平衡的天秤	
t_artifact_desc_15007	历代英灵所穿戴的铠甲	
t_artifact_desc_15008	迎风拂拥者生，逆风拮抗者亡	
t_artifact_desc_15009	诞生生命最初能量的护符	
t_artifact_desc_15010	远古的都市瓦雷利亚的高精准耳坠	
t_artifact_desc_3101	记录着真理，世间一切都逃不过它的记录	
t_artifact_desc_3102	能完美融合所有无限宝石的力量	
t_artifact_desc_3103	能照射处人心处最黑暗的一幕	
t_artifact_desc_3104	永恒存在的镜子，照射处心底的纯净	
t_artifact_desc_3105	巨人的武器，一根燧石打造的武器	
t_artifact_desc_4101	它是世界上最锋利的剑	
t_artifact_desc_4102	从未吹响过的杀戮号角	
t_artifact_desc_4103	善于飞行的赫尔莫德飞行快速的秘诀	
t_artifact_desc_4104	一柄含有剧毒的可怕弓箭	
t_artifact_desc_4105	至远古以来就被诸王争夺的王座	
t_artifact_desc_5101	暗魔行走间从不留下很久	
t_artifact_desc_5102	因为强大的能量而被偷窃后暗淡的魔坠	
t_artifact_desc_5103	一件拥有无尽诅咒的戒指	
t_artifact_desc_5104	能拿来将一般非贵重金属变成黄金，或制造能让人长生不老的万能药	
t_artifact_desc_5105	浇灌生命之树的泉水	
t_artifact_desc_6101	封皮虽然腐烂，但里面的内容保存完好	
t_artifact_desc_6102	战神的衣服沾染了太多神魔的鲜血	
t_artifact_desc_6103	能打开封有时间万物宝库的钥匙	
t_artifact_desc_6104	海德拉的血液里面含有可怕的毒素	
t_artifact_desc_6105	女神赫卡忒赐予的锡杖	
t_artifact_desc_7101	用金子打造而成的被诅咒的戒指	
t_artifact_desc_7102	象征着荣耀与灭亡	
t_artifact_desc_7103	用来招待神的酒杯	
t_artifact_desc_7104	能用来许愿的神器	
t_artifact_desc_7105	可以自动行走的木马	
t_artifact_desc_8101	据说只要喝上一口泉水就能到智慧	
t_artifact_desc_8102	保护手臂，能发出强大的力量的护手	
t_artifact_desc_8103	佩戴可以飞行的翅膀	
t_artifact_desc_8104	预言者求识时说穿戴的鞋子	
t_artifact_desc_8105	死神的象征	
t_artifact_desc_9101	配合咒语可以释放雷雨	
t_artifact_desc_9102	一件可以存放无限物品的腰带	
t_artifact_desc_9103	被雷云环绕的手套	
t_artifact_desc_9104	地狱的一切光芒都在这个火炬之上	
t_artifact_desc_9105	它能创造与毁灭众生	
t_artifact_desc_10101	加尔用这种红宝石造出了侏儒族	
t_artifact_desc_10102	可以用来召唤神兽的雕像	
t_artifact_desc_10103	可以释放出不同类型箭弩的弩箭	
t_artifact_desc_10104	可以防御任何正面攻击	
t_artifact_desc_10105	据说来自神界的护手	
t_artifact_desc_11101	供死后的神明阅读的书籍	
t_artifact_desc_11102	用金丝制成的一顶黄金发	
t_artifact_desc_11103	这件神器的形态不仅限于枪一种形态	
t_artifact_desc_11104	同时挥动可以斩断大地	
t_artifact_desc_11105	歌神用它弹奏出世间最不可抵御的声音	
t_artifact_desc_12101	一个拥有无限能量的防御球	
t_artifact_desc_12102	一块哈迪斯赠与的硬币，可以让死神饶过你一次	
t_artifact_desc_12103	只需要射出一箭就能召唤出无数支箭从天而降	
t_artifact_desc_12104	每一段时间就会诞生出很多相同的戒指	
t_artifact_desc_12105	需要合理的组合能产生力量的符文	
t_artifact_desc_13101	战神使用的神剑	
t_artifact_desc_13102	能破除一切魔法的破戒符	
t_artifact_desc_13103	点石成金的秘密	
t_artifact_desc_13104	时间之神的魔方，可以回到一定时间之前	
t_artifact_desc_13105	一条蛇缠绕一个杯子，无尽的生命之力在杯子里	
t_artifact_desc_14101	代表着神明的庇佑与至高无上的君权	
t_artifact_desc_14102	米诺斯的权利不容质疑	
t_artifact_desc_14103	龙神的逆鳞打造的吊坠	
t_artifact_desc_14104	至今没人看到这本知识神编撰的书	
t_artifact_desc_14105	世界树的枝叶，很多神器都是它打造的	
t_artifact_desc_15101	象征着冒险和不屈不挠的意志，理想和对幸福的追求	
t_artifact_desc_15102	包含世间的所有邪恶	
t_artifact_desc_15103	曾对神王造成巨大的伤害	
t_artifact_desc_15104	尝一口便可以返老还童	
t_artifact_desc_15105	坐在宝座上可以看到整个世界	
t_attr_name_1	生命	
t_attr_name_2	攻击	
t_attr_name_3	物防	
t_attr_name_4	魔防	
t_attr_name_11	命中	
t_attr_name_12	闪避	
t_attr_name_13	暴击	
t_attr_name_14	抗暴	
t_attr_name_15	增伤	
t_attr_name_16	减伤	
t_attr_name_17	防御	
t_attr_name_21	生命%	
t_attr_name_22	攻击%	
t_attr_name_23	物防%	
t_attr_name_24	魔防%	
t_attr_name_31	命中率%	
t_attr_name_32	闪避率%	
t_attr_name_33	暴击率%	
t_attr_name_34	抗暴率%	
t_attr_name_35	增伤%	
t_attr_name_36	减伤%	
t_attr_name_37	防御%	
t_attr_name_38	伤害%	
t_attr_name_39	物理抵抗%	
t_attr_name_40	魔法抵抗%	
t_attr_name_51	暴伤%	
t_attr_name_52	暴伤抵抗%	
t_attr_name_53	技能伤害%	
t_attr_name_54	技能抵抗%	
t_attr_name_55	普攻伤害%	
t_attr_name_56	普攻抵抗%	
t_attr_name_57	人形伤害%	
t_attr_name_58	野兽伤害%	
t_attr_name_59	恶魔伤害%	
t_attr_name_60	人形抵抗%	
t_attr_name_61	野兽抵抗%	
t_attr_name_62	恶魔抵抗%	
t_attr_name_73	攻击反弹	
t_attr_name_74	攻击反弹%	
t_attr_name_75	伤害反弹%	
t_attr_name_76	回复	
t_attr_name_77	回复%	
t_attr_name_78	攻击回复	
t_attr_name_79	攻击回复%	
t_attr_name_80	伤害吸血%	
t_attr_name_81	免控%	
t_attr_name_82	冷却缩短%	
t_attr_name_1001	晕眩	
t_attr_name_2001	物品掉落%	
t_attr_name_2002	金币掉落%	
t_attr_name_2003	经验获得%	
t_attr_desc_1	生命 +{n}	
t_attr_desc_2	攻击 +{n}	
t_attr_desc_3	物防 +{n}	
t_attr_desc_4	魔防 +{n}	
t_attr_desc_11	命中 +{n}	
t_attr_desc_12	闪避 +{n}	
t_attr_desc_13	暴击 +{n}	
t_attr_desc_14	抗暴 +{n}	
t_attr_desc_15	增伤 +{n}	
t_attr_desc_16	减伤 +{n}	
t_attr_desc_17	防御 +{n}	
t_attr_desc_21	生命 +{n}%	
t_attr_desc_22	攻击 +{n}%	
t_attr_desc_23	物防 +{n}%	
t_attr_desc_24	魔防 +{n}%	
t_attr_desc_31	命中率 +{n}%	
t_attr_desc_32	闪避率 +{n}%	
t_attr_desc_33	暴击率 +{n}%	
t_attr_desc_34	抗暴率 +{n}%	
t_attr_desc_35	增伤 +{n}%	
t_attr_desc_36	减伤 +{n}%	
t_attr_desc_37	防御 +{n}%	
t_attr_desc_38	伤害 +{n}%	
t_attr_desc_39	物理抵抗 +{n}%	
t_attr_desc_40	魔法抵抗 +{n}%	
t_attr_desc_51	暴伤 +{n}%	
t_attr_desc_52	暴伤抵抗 +{n}%	
t_attr_desc_53	技能伤害 +{n}%	
t_attr_desc_54	技能抵抗 +{n}%	
t_attr_desc_55	普攻伤害 +{n}%	
t_attr_desc_56	普攻抵抗 +{n}%	
t_attr_desc_57	人形伤害 +{n}%	
t_attr_desc_58	野兽伤害 +{n}%	
t_attr_desc_59	恶魔伤害 +{n}%	
t_attr_desc_60	人形抵抗 +{n}%	
t_attr_desc_61	野兽抵抗 +{n}%	
t_attr_desc_62	恶魔抵抗 +{n}%	
t_attr_desc_73	攻击反弹 +{n}	
t_attr_desc_74	攻击反弹 +{n}%	
t_attr_desc_75	伤害反弹 +{n}%	
t_attr_desc_76	回复 +{n}	
t_attr_desc_77	回复 +{n}%	
t_attr_desc_78	攻击回复 +{n}	
t_attr_desc_79	攻击回复 +{n}%	
t_attr_desc_80	伤害吸血 +{n}%	
t_attr_desc_81	免控 +{n}%	
t_attr_desc_82	冷却缩短 +{n}%	
t_attr_desc_1001		
t_attr_desc_2001	物品掉落 +{n}%	
t_attr_desc_2002	金币掉落 +{n}%	
t_attr_desc_2003	经验获得 +{n}%	
t_class_sp_1	怒气	
t_class_sing_1	蓄力	
t_color_name_0	破旧	worn
t_color_name_1	普通	normal
t_color_name_2	优秀	excellent
t_color_name_3	稀有	rare
t_color_name_4	史诗	epic
t_color_name_5	传奇	legendary
t_color_name_6	上古	ancient
t_daily_name_1001	签到	
t_daily_name_1002	猎杀	
t_daily_name_1003	副本1	
t_daily_name_1004	副本2	
t_daily_name_1005	龙之塔	
t_daily_name_1006	竞技场	
t_daily_name_1007	装备1	
t_daily_name_1008	装备2	
t_daily_name_1009	杀怪1	
t_daily_name_1010	杀怪2	
t_daily_name_1011	杀怪3	
t_daily_desc_1001	进行签到1次	
t_daily_desc_1002	猎杀任务五次	
t_daily_desc_1003	神器副本三次	
t_daily_desc_1004	野外副本三次	
t_daily_desc_1005	挑战三次龙之塔	
t_daily_desc_1006	竞技场战斗十次	
t_daily_desc_1007	打造装备三件	
t_daily_desc_1008	装备附魔三次	
t_daily_desc_1009	野外普通怪五十只	
t_daily_desc_1010	野外精英怪十只	
t_daily_desc_1011	野外橙色怪三只	
t_dungeon_name_2001	怪物之家	
t_dungeon_name_3001	魔兽领域	
t_dungeon_name_4001	隐秘花园	
t_dungeon_name_5001	魔域洞窟	
t_dungeon_name_6001	咒怨之语	
t_dungeon_name_7001	虚空风暴	
t_dungeon_name_8001	时空残骸	
t_dungeon_name_9001	地狱之光	
t_dungeon_name_10001	神圣领域	
t_dungeon_name_11001	悲惨死地	
t_dungeon_name_12001	无妄枯林	
t_dungeon_name_13001	水中乐园	
t_dungeon_name_14001	静谧森林	
t_dungeon_name_15001	致命岩滩	
t_dungeon_name_103001	黄金之都	
t_dungeon_name_104001	圣者墓园	
t_dungeon_name_105001	希望之园	
t_dungeon_name_106001	无御之壁	
t_dungeon_name_107001	远古危城	
t_dungeon_name_108001	永恒之塔	
t_dungeon_name_109001	神语之地	
t_dungeon_name_110001	日落之地	
t_dungeon_name_111001	新月迷途	
t_dungeon_name_112001	元素裂痕	
t_dungeon_name_113001	龙吟之语	
t_dungeon_name_114001	巨龙之闸	
t_dungeon_name_115001	神陨之地	
t_equip_name_10101	猎魂	
t_equip_name_10102	力量盾牌	
t_equip_name_10103	狂猎头盔	
t_equip_name_10104	狂猎肩甲	
t_equip_name_10105	狂猎手套	
t_equip_name_10106	狂猎锁甲	
t_equip_name_10107	狂猎腰带	
t_equip_name_10108	狂猎长靴	
t_equip_name_10201	契约	
t_equip_name_10202	信念盾牌	
t_equip_name_10203	胜利面具	
t_equip_name_10204	胜利护肩	
t_equip_name_10205	胜利手套	
t_equip_name_10206	胜利盔甲	
t_equip_name_10207	胜利腰带	
t_equip_name_10208	胜利短靴	
t_equip_name_10301	绝命	
t_equip_name_10302	斗魔盾牌	
t_equip_name_10303	魔岩面具	
t_equip_name_10304	魔岩护肩	
t_equip_name_10305	魔岩手套	
t_equip_name_10306	魔岩重甲	
t_equip_name_10307	魔岩腰带	
t_equip_name_10308	魔岩长靴	
t_equip_name_10401	灾厄	
t_equip_name_10402	灾厄盾牌	
t_equip_name_10403	灰烬面罩	
t_equip_name_10404	灰烬护肩	
t_equip_name_10405	灰烬手套	
t_equip_name_10406	灰烬盔甲	
t_equip_name_10407	灰烬腰带	
t_equip_name_10408	灰烬之靴	
t_equip_name_10501	怒焰	
t_equip_name_10502	怒焰盾牌	
t_equip_name_10503	蓝焰头盔	
t_equip_name_10504	蓝焰肩甲	
t_equip_name_10505	蓝焰手套	
t_equip_name_10506	蓝焰锁子甲	
t_equip_name_10507	蓝焰腰带	
t_equip_name_10508	蓝焰长靴	
t_equip_name_10601	修罗	
t_equip_name_10602	红莲盾牌	
t_equip_name_10603	业火面具	
t_equip_name_10604	业火护肩	
