id	中文	英文
Prefabs_Localization_204	召唤概率公示：{nn}蓝色装备        65%    {nn}{nn}紫色装备        30%    {nn}{nn}橙色装备        0.5%    {nn}{nn}消耗道具(单抽)        {nn}{nn}地图1     20钻石    1钥匙{nn}{nn}地图2     40钻石    2钥匙{nn}{nn}地图3     60钻石    3钥匙{nn}{nn}地图4     80钻石    4钥匙{nn}{nn}地图5     100钻石    5钥匙{nn}{nn}地图6     100钻石    5钥匙{nn}{nn}地图7     120钻石    6钥匙{nn}{nn}地图8     120钻石    6钥匙{nn}{nn}地图9     140钻石    7钥匙{nn}{nn}地图10     140钻石    7钥匙{nn}{nn}地图11     160钻石    8钥匙{nn}{nn}地图12     160钻石    8钥匙{nn}{nn}地图13     180钻石    9钥匙{nn}{nn}地图14     180钻石    9钥匙{nn}{nn}地图15     200钻石    10钥匙{nn}宠物召唤概率公示：{nn}{nn}宠物饲料     50%{nn}{nn}宠物碎片     45%{nn}{nn}宠物         5%{nn}宝石召唤概率公示：{nn}{nn}一级宝石     40%{nn}{nn}二级宝石     30%{nn}{nn}三级宝石     15%{nn}{nn}四级宝石     10%{nn}{nn}五级宝石     5%	
Prefabs_Localization_205	怪 物	
Prefabs_Localization_206	开始游戏	
Prefabs_Localization_207	登 陆	
Prefabs_Localization_208	输入正确的邮箱地址	
Prefabs_Localization_209	8~18位字符	
Prefabs_Localization_210	注 册	
Prefabs_Localization_211	请输入正确的邮箱地址	
Prefabs_Localization_212	公 告	
Prefabs_Localization_213	协 议	
Prefabs_Localization_214	极致游戏倡议玩家对自己的言行负责，文明游戏，健康游戏，若玩家出现本条约定的以下情形，将会被按照本条的规定进行处罚。{nn}{nn}1、冒充系统：在游戏中，凡是通过各种方式、行为冒充系统向其他玩家散布或传播虚假信息，根据情况将有可能受到以下处罚：警告；禁言；暂时冻结玩法；永久冻结玩法；暂时禁止登录；永久禁止登录。{nn}{nn}2、非法网站：为了维护游戏世界中的洁净与和谐，凡是宣扬非法网站的，根据情况将有可能受到以下处罚：警告；禁言；暂时冻结玩法；永久冻结玩法；暂时禁止登录；永久禁止登录。{nn}{nn}3、言行不雅：在游戏中，凡是通过各种方式、行为散布或传播言行不雅的信息，根据情况将有可能受到以下处罚：警告；禁言；暂时冻结玩法；永久冻结玩法；强制离线；暂时禁止登录。{nn}{nn}4、垃圾广告信息：大量传播相同的、类似短语或无实质意义内容的言行，以及任何与所在游戏无关的信息(包括但不限于刷屏等)，或者发布、传播任何贬损、诋毁、恶意攻击所在游戏或极致游戏的信息或者其他不实信息，根据情况将有可能受到以下处罚：警告；禁言；暂时冻结玩法；永久冻结玩法；强制离线；暂时禁止登录；永久禁止登录。{nn}{nn}5、地区分裂：在游戏中，凡是通过各种方式或途径引起地区纷争的行为，根据情况将有可能受到以下处罚：警告；禁言；暂时冻结玩法；永久冻结玩法；强制离线；暂时禁止登录；永久禁止登录。{nn}{nn}6、违禁药品或行为：在游戏中，凡是涉及违禁药品的行为，根据情况将有可能受到以下处罚：警告；禁言；暂时冻结玩法；永久冻结玩法；强制离线；暂时禁止登录；永久禁止登录。{nn}{nn}7、现实生活信息和人身恐吓：凡是涉及任何与游戏世界无直接关系的暴力行为，以及泄漏其它玩家或极致游戏员工的任何游戏世界和现实生活信息，根据情况将有可能受到以下处罚：禁言；强制离线；暂时冻结玩法；永久冻结玩法；暂时禁止登录；永久禁止登录；承担法律责任。{nn}{nn}8、宣传或使用木马、外挂、病毒等信息：在游戏中，凡是通过各种方式、行为散布或传播、使用木马、外挂、病毒等信息，根据情况将有可能受到以下处罚：禁言；暂时冻结玩法；永久冻结玩法；暂时禁止登录；永久禁止登录；强制离线；封停账号；删除档案；承担法律责任。{nn}{nn}9、宣传代练：在游戏中，凡是通过各种方式、行为散布或传播代练的信息，根据情况将有可能受到以下处罚：禁言；暂时冻结玩法；永久冻结玩法；暂时禁止登录；永久禁止登录；强制离线；封停账号；删除档案。{nn}{nn}10、宣传或进行线下交易：用户只可在游戏内或者通过极致游戏认可的交易平台（如有）进行游戏虚拟物品交易。对于用户在任何非极致游戏事先认可的充值平台或其他交易平台进行充值或进行其他交易的相关行为（包括但不限于用户通过第三方进行充值或游戏内虚拟物品的购买），极致游戏将予以严厉打击和处罚。一经查证属实，极致游戏有权视具体情况采取各种处理措施，包括但不限于如下一项或几项：警告、倒扣数值、冻结或回收游戏虚拟物品、暂时冻结玩法、永久冻结玩法、强制离线、封停账号、删除档案及采取其他技术措施防止用户从事该等行为；情节严重的，极致游戏保留追究用户法律责任的权利。{nn}{nn}11、宣传或发布违法信息，严重违反社会公德：在游戏中，凡是涉及违反国家法律、违背社会道德文明准则的言语或行为，包括但不限于宣传或参与赌博、宣传邪教等行为，玩家将受到以下处罚：警告；禁言；强制离线；暂时冻结玩法；永久冻结玩法；暂时禁止登录；永久禁止登录；删除档案；承担法律责任。{nn}{nn}12、其他骚扰行为：除本条上述情形外，若玩家出现其他不符合法律法规、社会公德或游戏规则的骚扰情形，根据情况将可能受到以下处罚：警告；禁言；暂时冻结玩法；永久冻结玩法；暂时禁止登录；永久禁止登录；强制离线；封停账号；删除档案；承担法律责任。{nn}{nn}第十七条游戏管理员(以下简称“GM”)交互管理规则{nn}{nn}1、在游戏过程中，玩家可能会因为种种原因与GM进行交流。极致游戏将就具体游戏提供官方的游戏论坛作为玩家和GM之间的交流平台。如果在游戏中遇到问题，玩家可以通过官方论坛提交问题，它将给玩家提供快速、优质的服务。{nn}{nn}2、希望GM与玩家的交流能对玩家有所帮助，但请玩家遵守相关规定。极致游戏将严肃处理以下行为：{nn}{nn}(1)冒充系统或GM：在游戏中，可能会存在某些玩家冒充系统或GM的行为。如若发现，您可以通	
Prefabs_Localization_215	强 化	
Prefabs_Localization_216	删除已领	
Prefabs_Localization_217	查看	
Prefabs_Localization_218	可能掉落	
Prefabs_Localization_219	被 动	
Prefabs_Localization_220	下一阶段	
Prefabs_Localization_221	描述	
Prefabs_Localization_222	选择头像	
Prefabs_Localization_223	名次{nn}	
Prefabs_Localization_224	进 阶	
